"county","gender","race","year","y","n","NAME"
45,1,2,1988,1,1297,"Licking"
45,2,1,1968,7,52827,"Licking"
45,2,1,1969,3,53589,"Licking"
45,2,1,1970,5,54076,"Licking"
45,2,1,1971,8,55074,"Licking"
45,2,1,1972,6,55360,"Licking"
45,2,1,1973,9,55417,"Licking"
45,2,1,1974,9,56119,"Licking"
45,2,1,1975,11,57725,"Licking"
45,2,1,1976,13,57606,"Licking"
45,2,1,1977,12,58151,"Licking"
45,2,1,1978,10,59379,"Licking"
45,2,1,1979,12,59967,"Licking"
45,2,1,1980,21,60553,"Licking"
45,2,1,1981,13,61519,"Licking"
45,2,1,1982,15,61870,"Licking"
45,2,1,1983,23,61883,"Licking"
45,2,1,1984,30,62085,"Licking"
45,2,1,1985,12,62433,"Licking"
45,2,1,1986,18,62369,"Licking"
45,2,1,1987,20,62697,"Licking"
45,2,1,1988,23,62973,"Licking"
45,2,2,1968,1,942,"Licking"
45,2,2,1969,0,947,"Licking"
45,2,2,1970,0,970,"Licking"
45,2,2,1971,1,1000,"Licking"
45,2,2,1972,2,1034,"Licking"
45,2,2,1973,0,1033,"Licking"
45,2,2,1974,0,1080,"Licking"
45,2,2,1975,1,1139,"Licking"
45,2,2,1976,0,1166,"Licking"
45,2,2,1977,1,1196,"Licking"
45,2,2,1978,0,1228,"Licking"
45,2,2,1979,0,1274,"Licking"
45,2,2,1980,2,1302,"Licking"
45,2,2,1981,0,1335,"Licking"
45,2,2,1982,0,1369,"Licking"
45,2,2,1983,0,1346,"Licking"
45,2,2,1984,0,1348,"Licking"
45,2,2,1985,0,1346,"Licking"
45,2,2,1986,0,1352,"Licking"
45,2,2,1987,0,1358,"Licking"
45,2,2,1988,0,1352,"Licking"
46,1,1,1968,11,16301,"Logan"
46,1,1,1969,10,16545,"Logan"
46,1,1,1970,13,16805,"Logan"
46,1,1,1971,16,17152,"Logan"
46,1,1,1972,10,17486,"Logan"
46,1,1,1973,7,17762,"Logan"
46,1,1,1974,12,17846,"Logan"
46,1,1,1975,16,18267,"Logan"
46,1,1,1976,18,18281,"Logan"
46,1,1,1977,16,18353,"Logan"
46,1,1,1978,14,18536,"Logan"
46,1,1,1979,8,18548,"Logan"
46,1,1,1980,14,18616,"Logan"
46,1,1,1981,24,18647,"Logan"
46,1,1,1982,16,18489,"Logan"
46,1,1,1983,17,18513,"Logan"
46,1,1,1984,10,18685,"Logan"
46,1,1,1985,20,18777,"Logan"
46,1,1,1986,18,18787,"Logan"
46,1,1,1987,22,19094,"Logan"
46,1,1,1988,19,19254,"Logan"
46,1,2,1968,0,305,"Logan"
46,1,2,1969,0,322,"Logan"
46,1,2,1970,1,329,"Logan"
46,1,2,1971,0,339,"Logan"
46,1,2,1972,0,357,"Logan"
46,1,2,1973,1,366,"Logan"
46,1,2,1974,0,369,"Logan"
46,1,2,1975,0,391,"Logan"
46,1,2,1976,0,392,"Logan"
46,1,2,1977,0,393,"Logan"
46,1,2,1978,0,395,"Logan"
46,1,2,1979,0,397,"Logan"
46,1,2,1980,0,404,"Logan"
46,1,2,1981,0,402,"Logan"
46,1,2,1982,1,398,"Logan"
46,1,2,1983,0,402,"Logan"
46,1,2,1984,2,408,"Logan"
46,1,2,1985,0,404,"Logan"
46,1,2,1986,0,406,"Logan"
46,1,2,1987,1,409,"Logan"
46,1,2,1988,0,416,"Logan"
46,2,1,1968,6,17231,"Logan"
46,2,1,1969,7,17497,"Logan"
46,2,1,1970,3,17674,"Logan"
46,2,1,1971,0,18024,"Logan"
46,2,1,1972,2,18256,"Logan"
46,2,1,1973,2,18600,"Logan"
46,2,1,1974,5,18633,"Logan"
46,2,1,1975,1,19097,"Logan"
46,2,1,1976,5,19150,"Logan"
46,2,1,1977,6,19246,"Logan"
46,2,1,1978,3,19483,"Logan"
46,2,1,1979,3,19520,"Logan"
46,2,1,1980,5,19636,"Logan"
46,2,1,1981,7,19804,"Logan"
46,2,1,1982,7,19743,"Logan"
46,2,1,1983,7,19865,"Logan"
46,2,1,1984,8,20075,"Logan"
46,2,1,1985,5,20257,"Logan"
46,2,1,1986,6,20230,"Logan"
46,2,1,1987,7,20546,"Logan"
46,2,1,1988,6,20690,"Logan"
46,2,2,1968,0,358,"Logan"
46,2,2,1969,0,349,"Logan"
46,2,2,1970,0,354,"Logan"
46,2,2,1971,0,352,"Logan"
46,2,2,1972,0,363,"Logan"
46,2,2,1973,0,363,"Logan"
46,2,2,1974,1,370,"Logan"
46,2,2,1975,0,376,"Logan"
46,2,2,1976,0,384,"Logan"
46,2,2,1977,1,394,"Logan"
46,2,2,1978,0,393,"Logan"
46,2,2,1979,0,402,"Logan"
46,2,2,1980,0,413,"Logan"
46,2,2,1981,0,415,"Logan"
46,2,2,1982,0,417,"Logan"
46,2,2,1983,0,415,"Logan"
46,2,2,1984,0,418,"Logan"
46,2,2,1985,0,425,"Logan"
46,2,2,1986,0,425,"Logan"
46,2,2,1987,0,427,"Logan"
46,2,2,1988,0,435,"Logan"
47,1,1,1968,54,116701,"Lorain"
47,1,1,1969,70,117106,"Lorain"
47,1,1,1970,67,117314,"Lorain"
47,1,1,1971,46,118688,"Lorain"
47,1,1,1972,64,119250,"Lorain"
47,1,1,1973,55,121085,"Lorain"
47,1,1,1974,53,122447,"Lorain"
47,1,1,1975,70,122295,"Lorain"
47,1,1,1976,65,120443,"Lorain"
47,1,1,1977,65,122819,"Lorain"
47,1,1,1978,51,124615,"Lorain"
47,1,1,1979,92,123253,"Lorain"
47,1,1,1980,80,123261,"Lorain"
47,1,1,1981,69,122948,"Lorain"
47,1,1,1982,97,122079,"Lorain"
47,1,1,1983,87,120888,"Lorain"
47,1,1,1984,78,120295,"Lorain"
47,1,1,1985,80,119883,"Lorain"
47,1,1,1986,95,118812,"Lorain"
47,1,1,1987,88,118930,"Lorain"
47,1,1,1988,104,118533,"Lorain"
47,1,2,1968,1,8092,"Lorain"
47,1,2,1969,3,8193,"Lorain"
47,1,2,1970,4,8411,"Lorain"
47,1,2,1971,6,8503,"Lorain"
47,1,2,1972,4,8679,"Lorain"
47,1,2,1973,7,8946,"Lorain"
47,1,2,1974,5,9145,"Lorain"
47,1,2,1975,7,9324,"Lorain"
47,1,2,1976,4,9337,"Lorain"
47,1,2,1977,7,9625,"Lorain"
47,1,2,1978,9,9997,"Lorain"
47,1,2,1979,6,10104,"Lorain"
47,1,2,1980,8,10372,"Lorain"
47,1,2,1981,9,10558,"Lorain"
47,1,2,1982,8,10766,"Lorain"
47,1,2,1983,3,10834,"Lorain"
47,1,2,1984,9,10891,"Lorain"
47,1,2,1985,8,11037,"Lorain"
47,1,2,1986,5,11045,"Lorain"
47,1,2,1987,6,11195,"Lorain"
47,1,2,1988,10,11333,"Lorain"
47,2,1,1968,11,120578,"Lorain"
47,2,1,1969,9,121235,"Lorain"
47,2,1,1970,13,121446,"Lorain"
47,2,1,1971,8,122768,"Lorain"
47,2,1,1972,4,123317,"Lorain"
47,2,1,1973,12,125129,"Lorain"
47,2,1,1974,14,126818,"Lorain"
47,2,1,1975,20,126808,"Lorain"
47,2,1,1976,23,125264,"Lorain"
47,2,1,1977,19,127884,"Lorain"
47,2,1,1978,26,130063,"Lorain"
47,2,1,1979,22,128797,"Lorain"
47,2,1,1980,24,128960,"Lorain"
47,2,1,1981,32,129001,"Lorain"
47,2,1,1982,28,128776,"Lorain"
47,2,1,1983,33,127777,"Lorain"
47,2,1,1984,35,127534,"Lorain"
47,2,1,1985,33,127503,"Lorain"
47,2,1,1986,34,126146,"Lorain"
47,2,1,1987,42,126183,"Lorain"
47,2,1,1988,35,125680,"Lorain"
47,2,2,1968,0,8724,"Lorain"
47,2,2,1969,0,8848,"Lorain"
47,2,2,1970,0,9041,"Lorain"
47,2,2,1971,1,9183,"Lorain"
47,2,2,1972,0,9322,"Lorain"
47,2,2,1973,0,9618,"Lorain"
47,2,2,1974,0,9843,"Lorain"
47,2,2,1975,0,10059,"Lorain"
47,2,2,1976,1,9988,"Lorain"
47,2,2,1977,0,10409,"Lorain"
47,2,2,1978,2,10760,"Lorain"
47,2,2,1979,1,10895,"Lorain"
47,2,2,1980,3,11131,"Lorain"
47,2,2,1981,0,11290,"Lorain"
47,2,2,1982,3,11463,"Lorain"
47,2,2,1983,2,11425,"Lorain"
47,2,2,1984,2,11518,"Lorain"
47,2,2,1985,3,11555,"Lorain"
47,2,2,1986,3,11553,"Lorain"
47,2,2,1987,0,11735,"Lorain"
47,2,2,1988,0,11809,"Lorain"
48,1,1,1968,128,205421,"Lucas"
48,1,1,1969,142,205769,"Lucas"
48,1,1,1970,131,205858,"Lucas"
48,1,1,1971,135,207747,"Lucas"
48,1,1,1972,132,207640,"Lucas"
48,1,1,1973,143,207139,"Lucas"
48,1,1,1974,154,205426,"Lucas"
48,1,1,1975,169,203994,"Lucas"
48,1,1,1976,167,200181,"Lucas"
48,1,1,1977,140,197996,"Lucas"
48,1,1,1978,149,194976,"Lucas"
48,1,1,1979,183,195234,"Lucas"
48,1,1,1980,151,193633,"Lucas"
48,1,1,1981,172,192757,"Lucas"
48,1,1,1982,160,191059,"Lucas"
48,1,1,1983,183,189145,"Lucas"
48,1,1,1984,149,187525,"Lucas"
48,1,1,1985,171,186894,"Lucas"
48,1,1,1986,181,186631,"Lucas"
48,1,1,1987,160,185986,"Lucas"
48,1,1,1988,150,185367,"Lucas"
48,1,2,1968,19,25956,"Lucas"
48,1,2,1969,22,26431,"Lucas"
48,1,2,1970,21,27214,"Lucas"
48,1,2,1971,23,27587,"Lucas"
48,1,2,1972,14,28189,"Lucas"
48,1,2,1973,15,28642,"Lucas"
48,1,2,1974,18,29001,"Lucas"
48,1,2,1975,23,29509,"Lucas"
48,1,2,1976,21,29521,"Lucas"
48,1,2,1977,13,29894,"Lucas"
48,1,2,1978,34,30252,"Lucas"
48,1,2,1979,23,31345,"Lucas"
48,1,2,1980,23,31876,"Lucas"
48,1,2,1981,31,32378,"Lucas"
48,1,2,1982,29,32830,"Lucas"
48,1,2,1983,26,33192,"Lucas"
48,1,2,1984,24,33624,"Lucas"
48,1,2,1985,30,34088,"Lucas"
48,1,2,1986,24,34784,"Lucas"
48,1,2,1987,22,35453,"Lucas"
48,1,2,1988,39,36104,"Lucas"
48,2,1,1968,27,220106,"Lucas"
48,2,1,1969,30,220737,"Lucas"
48,2,1,1970,32,220578,"Lucas"
48,2,1,1971,27,221913,"Lucas"
48,2,1,1972,48,221730,"Lucas"
48,2,1,1973,49,221138,"Lucas"
48,2,1,1974,44,219758,"Lucas"
48,2,1,1975,49,218591,"Lucas"
48,2,1,1976,53,215259,"Lucas"
48,2,1,1977,48,213152,"Lucas"
48,2,1,1978,48,210307,"Lucas"
48,2,1,1979,67,210626,"Lucas"
48,2,1,1980,60,208950,"Lucas"
48,2,1,1981,70,208276,"Lucas"
48,2,1,1982,76,206682,"Lucas"
48,2,1,1983,76,205114,"Lucas"
48,2,1,1984,62,203537,"Lucas"
48,2,1,1985,100,202770,"Lucas"
48,2,1,1986,91,202241,"Lucas"
48,2,1,1987,93,201331,"Lucas"
48,2,1,1988,108,200458,"Lucas"
48,2,2,1968,1,28527,"Lucas"
48,2,2,1969,6,29110,"Lucas"
48,2,2,1970,5,29941,"Lucas"
48,2,2,1971,1,30423,"Lucas"
48,2,2,1972,0,31034,"Lucas"
48,2,2,1973,1,31645,"Lucas"
48,2,2,1974,3,32164,"Lucas"
48,2,2,1975,8,32846,"Lucas"
48,2,2,1976,5,32923,"Lucas"
48,2,2,1977,4,33453,"Lucas"
48,2,2,1978,4,33790,"Lucas"
48,2,2,1979,7,35077,"Lucas"
48,2,2,1980,9,35776,"Lucas"
48,2,2,1981,9,36468,"Lucas"
48,2,2,1982,12,37137,"Lucas"
48,2,2,1983,7,37752,"Lucas"
48,2,2,1984,8,38206,"Lucas"
48,2,2,1985,7,38971,"Lucas"
48,2,2,1986,9,39647,"Lucas"
48,2,2,1987,15,40316,"Lucas"
48,2,2,1988,8,41115,"Lucas"
49,1,1,1968,6,13287,"Madison"
49,1,1,1969,7,13415,"Madison"
49,1,1,1970,7,13612,"Madison"
49,1,1,1971,6,13906,"Madison"
49,1,1,1972,12,14128,"Madison"
49,1,1,1973,4,13586,"Madison"
49,1,1,1974,6,14823,"Madison"
49,1,1,1975,5,15579,"Madison"
49,1,1,1976,8,15468,"Madison"
49,1,1,1977,17,15380,"Madison"
49,1,1,1978,9,15469,"Madison"
49,1,1,1979,5,15570,"Madison"
49,1,1,1980,7,15823,"Madison"
49,1,1,1981,6,16124,"Madison"
49,1,1,1982,11,16368,"Madison"
49,1,1,1983,15,16691,"Madison"
49,1,1,1984,15,16611,"Madison"
49,1,1,1985,16,16849,"Madison"
49,1,1,1986,7,17059,"Madison"
49,1,1,1987,11,17278,"Madison"
49,1,1,1988,8,17487,"Madison"
49,1,2,1968,0,1090,"Madison"
49,1,2,1969,0,1052,"Madison"
49,1,2,1970,0,1041,"Madison"
49,1,2,1971,0,1017,"Madison"
49,1,2,1972,0,998,"Madison"
49,1,2,1973,0,932,"Madison"
49,1,2,1974,0,1079,"Madison"
49,1,2,1975,0,1200,"Madison"
49,1,2,1976,0,1215,"Madison"
49,1,2,1977,1,1186,"Madison"
49,1,2,1978,0,1179,"Madison"
49,1,2,1979,0,1186,"Madison"
49,1,2,1980,1,1231,"Madison"
49,1,2,1981,0,1234,"Madison"
49,1,2,1982,0,1235,"Madison"
49,1,2,1983,1,1199,"Madison"
49,1,2,1984,0,1180,"Madison"
49,1,2,1985,0,1157,"Madison"
49,1,2,1986,0,1145,"Madison"
49,1,2,1987,0,1132,"Madison"
49,1,2,1988,0,1124,"Madison"
49,2,1,1968,0,12834,"Madison"
49,2,1,1969,1,13077,"Madison"
49,2,1,1970,2,13247,"Madison"
49,2,1,1971,0,13608,"Madison"
49,2,1,1972,4,13837,"Madison"
49,2,1,1973,3,13379,"Madison"
49,2,1,1974,2,14502,"Madison"
49,2,1,1975,0,15143,"Madison"
49,2,1,1976,2,14976,"Madison"
49,2,1,1977,2,14992,"Madison"
49,2,1,1978,4,15159,"Madison"
49,2,1,1979,5,15297,"Madison"
49,2,1,1980,2,15548,"Madison"
49,2,1,1981,7,15768,"Madison"
49,2,1,1982,3,15999,"Madison"
49,2,1,1983,8,16226,"Madison"
49,2,1,1984,5,16061,"Madison"
49,2,1,1985,5,16234,"Madison"
49,2,1,1986,5,16425,"Madison"
49,2,1,1987,4,16623,"Madison"
49,2,1,1988,8,16784,"Madison"
49,2,2,1968,1,458,"Madison"
49,2,2,1969,0,447,"Madison"
49,2,2,1970,0,446,"Madison"
49,2,2,1971,0,440,"Madison"
49,2,2,1972,0,427,"Madison"
49,2,2,1973,0,399,"Madison"
49,2,2,1974,0,425,"Madison"
49,2,2,1975,0,422,"Madison"
49,2,2,1976,0,418,"Madison"
49,2,2,1977,0,411,"Madison"
49,2,2,1978,1,409,"Madison"
49,2,2,1979,0,417,"Madison"
49,2,2,1980,0,422,"Madison"
49,2,2,1981,0,418,"Madison"
49,2,2,1982,0,419,"Madison"
49,2,2,1983,0,413,"Madison"
49,2,2,1984,0,397,"Madison"
49,2,2,1985,0,394,"Madison"
49,2,2,1986,0,391,"Madison"
49,2,2,1987,0,385,"Madison"
49,2,2,1988,0,385,"Madison"
50,1,1,1968,75,128417,"Mahoning"
50,1,1,1969,80,128289,"Mahoning"
50,1,1,1970,78,128099,"Mahoning"
50,1,1,1971,73,129220,"Mahoning"
50,1,1,1972,68,128021,"Mahoning"
50,1,1,1973,74,127019,"Mahoning"
50,1,1,1974,89,128264,"Mahoning"
50,1,1,1975,109,120743,"Mahoning"
50,1,1,1976,88,123817,"Mahoning"
50,1,1,1977,101,123298,"Mahoning"
50,1,1,1978,98,121009,"Mahoning"
50,1,1,1979,91,119283,"Mahoning"
50,1,1,1980,99,118384,"Mahoning"
50,1,1,1981,108,117396,"Mahoning"
50,1,1,1982,106,115754,"Mahoning"
50,1,1,1983,90,115134,"Mahoning"
50,1,1,1984,87,113886,"Mahoning"
50,1,1,1985,109,112943,"Mahoning"
50,1,1,1986,121,110765,"Mahoning"
50,1,1,1987,97,109958,"Mahoning"
50,1,1,1988,101,108650,"Mahoning"
50,1,2,1968,10,18508,"Mahoning"
50,1,2,1969,17,18623,"Mahoning"
50,1,2,1970,23,18946,"Mahoning"
50,1,2,1971,14,18886,"Mahoning"
50,1,2,1972,22,18869,"Mahoning"
50,1,2,1973,7,18977,"Mahoning"
50,1,2,1974,17,19341,"Mahoning"
50,1,2,1975,11,18438,"Mahoning"
50,1,2,1976,20,19137,"Mahoning"
50,1,2,1977,15,19282,"Mahoning"
50,1,2,1978,25,19232,"Mahoning"
50,1,2,1979,16,19397,"Mahoning"
50,1,2,1980,12,19545,"Mahoning"
50,1,2,1981,20,19636,"Mahoning"
50,1,2,1982,21,19715,"Mahoning"
50,1,2,1983,22,20013,"Mahoning"
50,1,2,1984,17,20131,"Mahoning"
50,1,2,1985,25,20274,"Mahoning"
50,1,2,1986,18,20298,"Mahoning"
50,1,2,1987,14,20397,"Mahoning"
50,1,2,1988,23,20598,"Mahoning"
50,2,1,1968,19,135716,"Mahoning"
50,2,1,1969,10,136099,"Mahoning"
50,2,1,1970,15,135901,"Mahoning"
50,2,1,1971,10,136952,"Mahoning"
50,2,1,1972,12,135792,"Mahoning"
50,2,1,1973,16,135086,"Mahoning"
50,2,1,1974,30,136802,"Mahoning"
50,2,1,1975,19,129418,"Mahoning"
50,2,1,1976,31,132846,"Mahoning"
50,2,1,1977,20,132272,"Mahoning"
50,2,1,1978,33,130134,"Mahoning"
50,2,1,1979,26,128385,"Mahoning"
50,2,1,1980,25,127472,"Mahoning"
50,2,1,1981,27,126551,"Mahoning"
50,2,1,1982,28,125022,"Mahoning"
50,2,1,1983,34,124474,"Mahoning"
50,2,1,1984,36,123085,"Mahoning"
50,2,1,1985,45,121940,"Mahoning"
50,2,1,1986,53,119430,"Mahoning"
50,2,1,1987,44,118401,"Mahoning"
50,2,1,1988,53,117032,"Mahoning"
50,2,2,1968,4,20344,"Mahoning"
50,2,2,1969,0,20578,"Mahoning"
50,2,2,1970,4,20928,"Mahoning"
50,2,2,1971,1,21055,"Mahoning"
50,2,2,1972,2,21172,"Mahoning"
50,2,2,1973,1,21415,"Mahoning"
50,2,2,1974,0,21884,"Mahoning"
50,2,2,1975,0,20992,"Mahoning"
50,2,2,1976,5,21832,"Mahoning"
50,2,2,1977,2,22181,"Mahoning"
50,2,2,1978,2,22120,"Mahoning"
50,2,2,1979,4,22406,"Mahoning"
50,2,2,1980,6,22639,"Mahoning"
50,2,2,1981,4,22807,"Mahoning"
50,2,2,1982,8,22940,"Mahoning"
50,2,2,1983,2,23160,"Mahoning"
50,2,2,1984,7,23227,"Mahoning"
50,2,2,1985,4,23348,"Mahoning"
50,2,2,1986,8,23303,"Mahoning"
50,2,2,1987,8,23495,"Mahoning"
50,2,2,1988,10,23631,"Mahoning"
51,1,1,1968,19,30029,"Marion"
51,1,1,1969,13,30515,"Marion"
51,1,1,1970,14,30994,"Marion"
51,1,1,1971,25,31744,"Marion"
51,1,1,1972,18,31811,"Marion"
51,1,1,1973,16,31793,"Marion"
51,1,1,1974,21,32290,"Marion"
51,1,1,1975,22,32352,"Marion"
51,1,1,1976,19,31977,"Marion"
51,1,1,1977,26,31749,"Marion"
51,1,1,1978,27,31633,"Marion"
51,1,1,1979,19,31701,"Marion"
51,1,1,1980,19,31816,"Marion"
51,1,1,1981,31,31809,"Marion"
51,1,1,1982,34,31679,"Marion"
51,1,1,1983,23,31494,"Marion"
51,1,1,1984,13,31389,"Marion"
51,1,1,1985,22,31259,"Marion"
51,1,1,1986,35,30784,"Marion"
51,1,1,1987,32,30842,"Marion"
51,1,1,1988,42,30724,"Marion"
51,1,2,1968,2,1092,"Marion"
51,1,2,1969,0,1147,"Marion"
51,1,2,1970,0,1200,"Marion"
51,1,2,1971,1,1256,"Marion"
51,1,2,1972,0,1282,"Marion"
51,1,2,1973,1,1326,"Marion"
51,1,2,1974,1,1396,"Marion"
51,1,2,1975,1,1476,"Marion"
51,1,2,1976,1,1486,"Marion"
51,1,2,1977,0,1510,"Marion"
51,1,2,1978,1,1547,"Marion"
51,1,2,1979,0,1595,"Marion"
51,1,2,1980,1,1673,"Marion"
51,1,2,1981,0,1646,"Marion"
51,1,2,1982,0,1619,"Marion"
51,1,2,1983,1,1569,"Marion"
51,1,2,1984,0,1542,"Marion"
51,1,2,1985,1,1499,"Marion"
51,1,2,1986,0,1470,"Marion"
51,1,2,1987,1,1450,"Marion"
51,1,2,1988,2,1422,"Marion"
51,2,1,1968,5,30936,"Marion"
51,2,1,1969,4,31465,"Marion"
51,2,1,1970,1,31906,"Marion"
51,2,1,1971,3,32585,"Marion"
51,2,1,1972,0,32671,"Marion"
51,2,1,1973,4,32659,"Marion"
51,2,1,1974,5,33065,"Marion"
51,2,1,1975,10,33212,"Marion"
51,2,1,1976,6,33040,"Marion"
51,2,1,1977,10,32851,"Marion"
51,2,1,1978,13,32746,"Marion"
51,2,1,1979,6,33020,"Marion"
51,2,1,1980,7,33246,"Marion"
51,2,1,1981,5,33217,"Marion"
51,2,1,1982,7,33066,"Marion"
51,2,1,1983,13,32826,"Marion"
51,2,1,1984,13,32676,"Marion"
51,2,1,1985,17,32448,"Marion"
51,2,1,1986,14,31892,"Marion"
51,2,1,1987,6,31925,"Marion"
51,2,1,1988,11,31784,"Marion"
51,2,2,1968,0,651,"Marion"
51,2,2,1969,0,677,"Marion"
51,2,2,1970,0,709,"Marion"
51,2,2,1971,0,718,"Marion"
51,2,2,1972,0,744,"Marion"
51,2,2,1973,0,761,"Marion"
51,2,2,1974,0,789,"Marion"
51,2,2,1975,0,803,"Marion"
51,2,2,1976,0,839,"Marion"
51,2,2,1977,1,839,"Marion"
51,2,2,1978,0,868,"Marion"
51,2,2,1979,0,893,"Marion"
51,2,2,1980,0,922,"Marion"
51,2,2,1981,0,905,"Marion"
51,2,2,1982,0,878,"Marion"
51,2,2,1983,0,845,"Marion"
51,2,2,1984,0,829,"Marion"
51,2,2,1985,0,803,"Marion"
51,2,2,1986,1,760,"Marion"
51,2,2,1987,1,757,"Marion"
51,2,2,1988,0,739,"Marion"
52,1,1,1968,11,39244,"Medina"
52,1,1,1969,14,39780,"Medina"
52,1,1,1970,16,40509,"Medina"
52,1,1,1971,15,41383,"Medina"
52,1,1,1972,14,41819,"Medina"
52,1,1,1973,12,44350,"Medina"
52,1,1,1974,17,45792,"Medina"
52,1,1,1975,17,47678,"Medina"
52,1,1,1976,18,48773,"Medina"
52,1,1,1977,22,50700,"Medina"
52,1,1,1978,22,53005,"Medina"
52,1,1,1979,17,54755,"Medina"
52,1,1,1980,30,55479,"Medina"
52,1,1,1981,30,56185,"Medina"
52,1,1,1982,21,56344,"Medina"
52,1,1,1983,25,56381,"Medina"
52,1,1,1984,26,56692,"Medina"
52,1,1,1985,33,56874,"Medina"
52,1,1,1986,25,56741,"Medina"
52,1,1,1987,22,57536,"Medina"
52,1,1,1988,31,57843,"Medina"
52,1,2,1968,1,375,"Medina"
52,1,2,1969,0,360,"Medina"
52,1,2,1970,0,381,"Medina"
52,1,2,1971,0,389,"Medina"
52,1,2,1972,2,390,"Medina"
52,1,2,1973,0,419,"Medina"
52,1,2,1974,0,443,"Medina"
52,1,2,1975,0,455,"Medina"
52,1,2,1976,0,467,"Medina"
52,1,2,1977,0,504,"Medina"
52,1,2,1978,0,520,"Medina"
52,1,2,1979,0,532,"Medina"
52,1,2,1980,0,573,"Medina"
52,1,2,1981,0,613,"Medina"
52,1,2,1982,0,647,"Medina"
52,1,2,1983,1,665,"Medina"
52,1,2,1984,3,677,"Medina"
52,1,2,1985,0,691,"Medina"
52,1,2,1986,0,696,"Medina"
52,1,2,1987,1,728,"Medina"
52,1,2,1988,0,746,"Medina"
52,2,1,1968,3,40284,"Medina"
52,2,1,1969,5,40863,"Medina"
52,2,1,1970,2,41387,"Medina"
52,2,1,1971,4,42111,"Medina"
52,2,1,1972,6,42430,"Medina"
52,2,1,1973,4,44801,"Medina"
52,2,1,1974,8,46259,"Medina"
52,2,1,1975,7,48190,"Medina"
52,2,1,1976,7,49336,"Medina"
52,2,1,1977,10,51357,"Medina"
52,2,1,1978,10,53648,"Medina"
52,2,1,1979,10,55378,"Medina"
52,2,1,1980,8,56299,"Medina"
52,2,1,1981,10,56925,"Medina"
52,2,1,1982,15,57057,"Medina"
52,2,1,1983,8,57053,"Medina"
52,2,1,1984,12,57257,"Medina"
52,2,1,1985,12,57329,"Medina"
52,2,1,1986,6,57183,"Medina"
52,2,1,1987,17,57930,"Medina"
52,2,1,1988,11,58264,"Medina"
52,2,2,1968,0,388,"Medina"
52,2,2,1969,0,402,"Medina"
52,2,2,1970,0,408,"Medina"
52,2,2,1971,0,415,"Medina"
52,2,2,1972,0,436,"Medina"
52,2,2,1973,0,458,"Medina"
52,2,2,1974,0,482,"Medina"
52,2,2,1975,0,496,"Medina"
52,2,2,1976,0,517,"Medina"
52,2,2,1977,0,541,"Medina"
52,2,2,1978,0,560,"Medina"
52,2,2,1979,0,577,"Medina"
52,2,2,1980,0,613,"Medina"
52,2,2,1981,0,649,"Medina"
52,2,2,1982,0,669,"Medina"
52,2,2,1983,0,662,"Medina"
52,2,2,1984,0,679,"Medina"
52,2,2,1985,0,679,"Medina"
52,2,2,1986,0,694,"Medina"
52,2,2,1987,0,710,"Medina"
52,2,2,1988,0,729,"Medina"
53,1,1,1968,9,9481,"Meigs"
53,1,1,1969,8,9527,"Meigs"
53,1,1,1970,8,9541,"Meigs"
53,1,1,1971,6,9667,"Meigs"
53,1,1,1972,8,9815,"Meigs"
53,1,1,1973,9,10208,"Meigs"
53,1,1,1974,6,10347,"Meigs"
53,1,1,1975,12,10477,"Meigs"
53,1,1,1976,10,10666,"Meigs"
53,1,1,1977,8,10764,"Meigs"
53,1,1,1978,8,10899,"Meigs"
53,1,1,1979,13,11191,"Meigs"
53,1,1,1980,10,11454,"Meigs"
53,1,1,1981,11,11531,"Meigs"
53,1,1,1982,10,11612,"Meigs"
53,1,1,1983,9,11599,"Meigs"
53,1,1,1984,11,11679,"Meigs"
53,1,1,1985,14,11807,"Meigs"
53,1,1,1986,10,11772,"Meigs"
53,1,1,1987,13,11826,"Meigs"
53,1,1,1988,11,11839,"Meigs"
53,1,2,1968,1,124,"Meigs"
53,1,2,1969,0,115,"Meigs"
53,1,2,1970,0,119,"Meigs"
53,1,2,1971,0,119,"Meigs"
53,1,2,1972,0,125,"Meigs"
53,1,2,1973,0,128,"Meigs"
53,1,2,1974,0,119,"Meigs"
53,1,2,1975,0,124,"Meigs"
53,1,2,1976,0,127,"Meigs"
53,1,2,1977,0,124,"Meigs"
53,1,2,1978,0,130,"Meigs"
53,1,2,1979,0,132,"Meigs"
53,1,2,1980,0,130,"Meigs"
53,1,2,1981,1,134,"Meigs"
53,1,2,1982,0,135,"Meigs"
53,1,2,1983,0,133,"Meigs"
53,1,2,1984,0,139,"Meigs"
53,1,2,1985,1,139,"Meigs"
53,1,2,1986,1,147,"Meigs"
53,1,2,1987,0,152,"Meigs"
53,1,2,1988,2,159,"Meigs"
53,2,1,1968,1,9907,"Meigs"
53,2,1,1969,0,9976,"Meigs"
53,2,1,1970,2,9928,"Meigs"
53,2,1,1971,2,10023,"Meigs"
53,2,1,1972,4,10189,"Meigs"
53,2,1,1973,1,10558,"Meigs"
53,2,1,1974,1,10694,"Meigs"
53,2,1,1975,2,10811,"Meigs"
53,2,1,1976,2,10981,"Meigs"
53,2,1,1977,2,11122,"Meigs"
53,2,1,1978,1,11169,"Meigs"
53,2,1,1979,6,11503,"Meigs"
53,2,1,1980,2,11810,"Meigs"
53,2,1,1981,2,11763,"Meigs"
